ID;NO_ANGGOTA;TOTAL SIMWA; SALDO SHU ; SALDO PINJAMAN ; SEMBAKO 
497;120409001;15550000;42243;34125000;0
498;120409003;17200000;62265;0;0
499;120507002;12615000;51589;292409442;0
500;120702001;15745000;27543;0;0
501;120716001;12545000;27543;51666708;0
502;120801094;12510000;25194;46930576;0
503;120801096;12510000;25194;112850000;0
504;120903006;16225000;32966;0;0
505;120903007;25130000;46057;0;0
506;121001704;8755000;12175;0;0
507;121001707;8755000;11804;17666684;0
508;121001709;8755000;11804;0;0
509;121001744;8755000;11804;0;0
510;121001747;8755000;11804;0;0
511;121001751;8755000;12722;190257768;0
512;121001752;8755000;11804;0;0
513;121001753;8755000;13010;42670815;0
514;121001754;8755000;11804;46173616;0
515;121001757;8755000;12767;62314167;0
516;121001763;8755000;11804;0;0
517;121001764;8755000;11804;5149997;0
518;121001773;8755000;11804;17200000;0
519;121001810;8755000;11804;46374994;0
520;121001814;8755000;11804;29166698;0
521;121001816;8755000;11804;253586680;0
522;121001817;8755000;11804;22405512;0
523;121001818;8755000;11804;0;0
524;121001819;8755000;11804;152030578;0
525;121001820;8755000;11804;54544441;0
526;121001821;8755000;12785;134847230;0
527;121001830;8755000;11804;0;0
528;121001832;8755000;11804;129445530;0
529;121001834;8755000;11804;0;0
530;121001839;8755000;11804;0;0
531;121001841;8755000;11804;23253308;0
532;121001842;8755000;11804;0;0
533;121001844;8755000;11804;12180000;0
534;121001845;8755000;11804;0;0
535;121001850;8755000;11804;0;0
536;121001851;8755000;12767;2650007;0
537;121001853;8755000;13678;0;0
538;121001860;8755000;11804;33600000;0
539;121101083;8725000;9696;0;0
540;121101085;8725000;9696;5300000;0
541;121101090;8725000;13730;160782232;0
542;121101091;8725000;9696;4416673;0
543;121101093;8725000;9696;173638892;0
544;121101097;8725000;9696;0;0
545;121101105;8725000;10677;224178912;0
546;121101106;8725000;9696;0;0
547;121101109;8725000;9696;0;0
548;121101110;8725000;9696;26250000;0
549;121101116;8725000;9696;164427770;0
550;121101118;8725000;9696;124666702;0
551;121101123;8725000;9696;187387367;0
552;121101127;8725000;9696;129625000;0
553;121101130;8725000;10677;0;0
554;121101133;8725000;9696;36166694;0
555;121101141;8725000;9696;0;0
556;121101144;8725000;9696;0;0
557;121101145;8725000;9696;66791144;0
558;121101152;8725000;9696;0;0
559;121101158;8725000;9696;15500000;0
560;121101159;8725000;9696;9716667;0
561;121101163;8725000;9906;71422182;0
562;121101165;8725000;9939;29013272;0
563;121101166;8725000;9696;0;0
564;121101169;8725000;9880;0;0
565;121101171;8725000;9696;0;0
566;121101172;8725000;9696;0;0
567;121101177;8725000;9696;16783322;0
568;121101178;8725000;9696;0;0
569;121101179;8725000;9696;111066706;0
570;121101186;8725000;9696;0;0
571;121101189;8725000;9696;0;0
572;121101195;8725000;9696;120951107;0
573;121101196;8725000;9696;43166690;0
574;121101197;8725000;9696;107742236;0
575;121101198;8725000;9696;0;0
576;121101199;8725000;9696;0;0
577;121101203;8725000;9696;186541682;0
578;121101210;8725000;9696;41958322;0
579;121101211;8725000;9939;0;0
580;121101216;8725000;9696;0;0
581;121101219;8725000;9696;0;0
582;121101220;8725000;9696;0;0
583;121101227;8725000;9696;0;0
584;121101414;8725000;9696;201901102;0
585;121101417;8725000;9696;0;0
586;121101426;8725000;9696;0;0
587;121101429;8725000;9696;0;0
588;121101431;8725000;9696;0;0
589;121101433;8725000;9696;0;0
590;121101438;8725000;9696;58908866;0
591;121101490;8680000;7515;0;0
592;121101528;8725000;9696;297603322;0
593;121101533;8725000;9696;0;0
594;121101605;8725000;9696;4030015;0
595;121101607;8725000;9696;28708318;0
596;121101608;8725000;9696;0;0
597;121101609;8725000;9696;29013272;0
598;121101610;8725000;9696;12145833;0
599;121101611;8725000;9696;0;0
600;121101616;8725000;9696;9250000;0
601;121101617;8725000;9696;32033292;0
602;121101621;8725000;9696;138239574;0
603;121101623;8725000;9696;26500006;0
604;121101630;8725000;9696;0;0
605;121101632;8725000;9696;2266636;0
606;121101633;8725000;9696;45333278;0
607;121101637;8725000;9696;1033341;0
608;121101648;8725000;9696;0;0
609;121101649;8725000;9696;96610000;0
610;121101650;8725000;11127;163442248;0
611;121101652;8725000;9696;0;0
612;121101655;8725000;9696;0;0
613;121101661;8725000;9696;0;0
614;121101668;8725000;9696;0;0
615;121101669;8725000;9696;0;0
616;121101670;8725000;10424;0;0
617;121101676;8725000;10677;109291686;0
618;121101679;8725000;9696;0;0
619;121101683;8725000;9696;0;0
620;121101689;8725000;10677;55208326;0
621;121101690;8725000;9696;1050000;0
622;121101691;8725000;10677;91393135;0
623;121101692;8725000;9696;105608356;0
624;121101696;8725000;9696;140115612;0
625;121101697;8725000;9696;0;0
626;121101698;8725000;9696;0;0
627;121101703;8725000;9696;0;0
628;121101706;8725000;9696;60555568;0
629;121101707;8725000;9696;0;0
630;121101709;8725000;9696;0;0
631;121101710;8725000;9696;124666702;0
632;121101715;8725000;9696;0;0
633;121101720;8725000;9696;0;0
634;121101721;8680000;7515;0;0
635;121101784;8725000;9696;18133268;0
636;121101792;8725000;9696;0;0
637;121101794;8725000;9696;0;0
638;121101808;8725000;9696;69133308;0
639;121101812;8725000;9696;0;0
640;121101813;8725000;9696;227440000;0
641;121101814;8725000;9696;56226702;0
642;121101816;8725000;9696;0;0
643;121101821;8725000;9696;131658310;0
644;121101826;12510000;25194;237775001;0
645;121112001;12475000;21332;0;0
646;121201015;8665000;7029;17325000;0
647;130110001;12300000;12848;0;0
648;130204004;13200000;12848;605548;0
649;130401014;12300000;12848;0;0
650;130401015;8665000;7029;6720000;0
651;130415001;12230000;9453;315733312;0
652;130501019;12300000;12848;0;0
653;130501024;8650000;6383;5653320;0
654;130501027;8650000;6060;25861064;0
655;130501030;8650000;7515;0;0
656;130501032;12195000;7515;35460591;0
657;130501033;8650000;6060;0;0
658;130603006;24500000;15272;0;0
659;130701009;12125000;3879;0;0
660;130821002;11950000;0;19680592;0
661;130902001;11950000;0;48583324;0
662;131001001;12125000;3879;0;0
663;131001002;12125000;3879;12145829;0
664;131001019;8475000;1939;0;0
665;131001031;8575000;1939;0;0
666;131001037;8575000;1939;221888322;0
667;131001038;8575000;1939;185313312;0
668;131001040;8575000;1939;0;0
669;131001041;8575000;1939;0;0
670;131001046;8575000;1939;0;0
671;131001048;8575000;1939;149665568;0
672;131001050;8575000;1939;42000000;0
673;131001051;8575000;1939;0;0
674;131001053;8575000;1939;0;0
675;131001054;8575000;1939;0;0
676;131001056;8575000;1939;65097232;0
677;131001067;8575000;1939;0;0
678;131101017;8560000;969;169376682;0
679;131101026;8560000;969;0;0
680;131101027;8560000;969;0;0
681;131101029;8560000;969;0;0
682;131101033;8560000;969;23187499;0
683;131101037;8560000;969;124541682;0
684;131101041;8560000;969;0;0
685;131101046;8560000;969;41958322;0
686;131101047;8560000;969;0;0
687;131101053;8560000;969;160353332;0
688;131101054;8560000;969;0;0
689;131101064;8560000;969;17225000;0
690;131101065;8560000;969;0;0
691;131101067;8560000;969;0;0
692;131101071;8560000;969;22083316;0
693;131101077;8560000;969;0;0
694;131101081;8560000;969;0;0
695;131101082;8560000;969;0;0
696;131101084;8560000;969;0;0
697;131101086;8560000;969;0;0
698;131101094;8560000;969;16083333;0
699;131101101;11950000;0;269694460;0
700;131101114;8610000;969;172663604;0
701;131101115;8560000;969;0;0
702;131101124;8560000;969;48583324;0
703;131101128;8560000;969;0;0
704;131101129;8560000;969;0;0
705;131101131;8560000;969;0;0
706;131101134;8560000;969;37847248;0
707;131101137;8560000;969;19680592;0
708;131101138;8560000;969;0;0
709;131101146;8560000;969;12090029;0
710;131101155;8560000;969;0;0
711;131101156;8560000;969;41958322;0
712;131101159;8560000;969;33583294;0
713;131101162;8560000;969;0;0
714;131101163;8560000;969;0;0
715;131101165;8560000;969;44625000;0
716;131101166;8560000;969;78934994;0
717;131101174;8560000;969;99691726;0
718;131101175;8560000;969;40854163;0
719;131101176;8560000;969;123797847;0
720;131101183;8560000;969;1312500;0
721;131101187;8560000;969;184426698;0
722;131101189;8560000;969;0;0
723;131101194;8560000;969;122406686;0
724;131101195;8560000;969;0;0
725;131101198;8560000;969;12495000;0
726;131101202;8560000;969;100135568;0
727;131101203;8560000;969;0;0
728;131101207;8560000;969;0;0
729;131101208;8560000;969;44811096;0
730;131101213;8560000;969;0;0
731;131101217;8560000;969;0;0
732;131101222;8560000;969;49201392;0
733;131101225;8560000;969;0;0
734;131101227;8560000;969;7140000;0
735;131101228;8560000;969;18108331;0
736;131101232;8560000;969;236148892;0
737;131101236;8560000;969;68843925;0
738;131101239;8560000;969;89535573;0
739;131101240;8560000;969;0;0
740;131101249;8560000;969;5449972;0
741;131101252;8560000;969;0;0
742;131101254;8560000;969;24800000;0
743;131101256;8560000;969;100851140;0
744;131101258;8560000;969;0;0
745;131101259;8560000;969;15493056;0
746;131101260;8560000;969;36216669;0
747;131101265;8560000;969;99047221;0
748;131101269;8560000;969;0;0
749;131101270;8560000;969;0;0
750;131101271;8560000;969;0;0
751;131101272;8560000;969;3974987;0
752;131101273;8560000;969;0;0
753;131101278;8560000;969;0;0
754;131101279;8560000;969;0;0
755;131101281;8560000;969;0;0
756;131101285;8560000;969;44811104;0
757;131101286;8560000;969;0;0
758;131101290;8560000;969;67666676;0
759;131101291;8560000;969;6300000;0
760;131101293;8560000;969;45270831;0
761;131101294;8560000;969;25666692;0
762;131101297;8560000;969;23933308;0
763;131101300;8460000;969;224880024;0
764;131101304;8560000;969;0;0
765;131101308;8560000;969;0;0
766;131101309;8560000;969;0;0
767;131101313;8560000;969;46374990;0
768;131101315;8560000;969;60474400;0
769;131101316;8560000;969;29450000;0
770;131101317;8560000;969;8541654;0
771;131101322;8560000;969;0;0
772;131202002;11725000;0;0;0
773;140116001;11650000;0;0;0
774;140401024;8400000;0;276524989;0
775;140501042;8350000;0;1890000;0
776;140609013;11275000;0;0;0
777;140804008;11350000;0;41958322;0
778;140901001;23000000;0;0;0
779;140915003;11275000;0;57132455;0
780;141001020;8150000;0;0;0
781;141001023;8150000;0;56013896;0
782;141001028;8150000;0;48583324;0
783;141001030;8150000;0;49619970;0
784;141001031;8150000;0;0;0
785;141001032;8150000;0;11340000;0
786;141001036;8150000;0;33305584;0
787;141101003;8100000;0;0;0
788;141101006;8100000;0;37847248;0
789;141101007;8100000;0;0;0
790;141101010;8100000;0;0;0
791;141101012;8100000;0;48747198;0
792;141101015;8100000;0;0;0
793;141101018;8100000;0;0;0
794;141101021;8100000;0;0;0
795;141101022;8100000;0;28266680;0
796;141101023;8100000;0;48583324;0
797;141101025;8100000;0;0;0
798;141101027;8100000;0;153313328;0
799;141101032;8100000;0;0;0
800;141101038;8100000;0;64050001;0
801;141101039;8100000;0;0;0
802;141101040;8100000;0;0;0
803;141101043;8100000;0;0;0
804;141101046;8100000;0;0;0
805;141101049;8100000;0;1575000;0
806;141101053;8100000;0;0;0
807;141101055;8100000;0;31973312;0
808;141101057;8100000;0;76782296;0
809;141101058;8100000;0;0;0
810;141101077;8100000;0;28708318;0
811;141101078;8100000;0;1104163;0
812;141101081;8100000;0;5449972;0
813;141101085;8100000;0;41230000;0
814;141101089;8100000;0;60555568;0
815;141101103;8100000;0;0;0
816;141103001;14300000;0;0;0
817;141103004;11125000;0;0;0
818;141103006;11125000;0;232380576;0
819;141201004;8050000;0;0;0
820;141201007;11275000;0;48583324;0
821;141201008;8050000;0;1050000;0
822;141201012;8050000;0;95160000;0
823;141201013;8050000;0;67080576;0
824;141201014;8050000;0;182062240;0
825;141201016;8050000;0;0;0
826;141201018;8050000;0;0;0
827;141201023;8050000;0;47233331;0
828;141201025;8050000;0;0;0
829;141201026;8050000;0;0;0
830;141201027;8050000;0;15458318;0
831;141201028;8050000;0;0;0
832;150102082;8000000;0;0;0
833;150112001;10975000;0;0;0
834;150211002;10900000;0;0;0
835;150211003;10900000;0;19215000;0
836;150302002;10825000;0;0;0
837;150302012;11050000;0;0;0
838;150302015;7900000;0;0;0
839;150302019;7900000;0;6562500;0
840;150302020;7900000;0;0;0
841;150302023;7900000;0;27206672;0
842;150302026;7900000;0;0;0
843;150402003;7850000;0;0;0
844;150502005;7800000;0;0;0
845;150502006;7800000;0;56013904;0
846;150502009;7800000;0;137957804;0
847;150504002;10675000;0;33920000;0
848;150603002;10825000;0;530000;0
849;150615001;13600000;0;0;0
850;150902004;7600000;0;0;0
851;150902006;7600000;0;0;0
852;150902007;7600000;0;33305584;0
853;150902009;7600000;0;0;0
854;150902011;10600000;0;1104163;0
855;150902012;7600000;0;0;0
856;150902014;10375000;0;0;0
857;150902015;10375000;0;0;0
858;151001052;11200000;0;0;0
859;151002004;7550000;0;0;0
860;151002006;7550000;0;0;0
861;151201030;10150000;0;15138928;0
862;151202004;7450000;0;5520827;0
863;151202005;7450000;0;0;0
864;151202006;7450000;0;0;0
865;151202009;7450000;0;11846661;0
866;151202010;7450000;0;23187499;0
867;151202012;7450000;0;0;0
868;151202013;7450000;0;0;0
869;151202015;7450000;0;40854163;0
870;151202016;7450000;0;0;0
871;151202018;7450000;0;0;0
872;160104001;10000000;0;141873347;0
873;160201018;9550000;0;1589987;0
874;160202001;7350000;0;0;0
875;160302001;7300000;0;0;0
876;160302002;7300000;0;1453348;0
877;160302003;7300000;0;706663;0
878;160302004;7300000;0;0;0
879;160302005;7300000;0;60555568;0
880;160302007;7300000;0;65676692;0
881;160302009;7300000;0;0;0
882;160302011;7300000;0;5520827;0
883;160402002;7200000;0;0;0
884;160402005;7200000;0;1287497;0
885;160402006;7200000;0;29183331;0
886;160402008;7200000;0;0;0
887;160402009;7200000;0;0;0
888;160402011;7200000;0;11812500;0
889;160402012;7200000;0;0;0
890;160402014;7200000;0;42000000;0
891;160502001;7100000;0;27560000;0
892;160502003;7100000;0;15744408;0
893;160502005;7100000;0;0;0
894;160502008;7100000;0;13322208;0
895;160502012;9400000;0;0;0
896;160502018;9400000;0;85878306;0
897;160502022;18800000;0;0;0
898;160510001;9400000;0;0;0
899;160601032;9250000;0;0;0
900;160601048;8950000;0;19534993;0
901;160602001;7000000;0;0;0
902;160702001;6900000;0;12016672;0
903;160702002;6900000;0;1312500;0
904;160713003;8950000;0;0;0
905;160713004;8950000;0;0;0
906;160801036;8950000;0;0;0
907;160801037;8800000;0;0;0
908;160802001;6800000;0;68077481;0
909;160902002;6700000;0;0;0
910;160902005;6700000;0;45695000;0
911;160902008;6700000;0;0;0
912;161002002;6500000;0;0;0
913;161002003;6500000;0;4416673;0
914;161002004;6500000;0;4858327;0
915;161003002;6500000;0;0;0
916;161003020;17000000;0;0;0
917;161010001;17300000;0;0;0
918;161017001;8650000;0;0;0
919;161101035;8500000;0;0;0
920;161102001;6500000;0;24255000;0
921;161201028;8350000;0;0;0
922;161202002;6400000;0;0;0
923;161202003;8800000;0;3874985;0
924;161202004;6400000;0;35700000;0
925;161202005;6400000;0;0;0
926;161202006;6400000;0;100446680;0
927;161202007;6400000;0;22083316;0
928;161202008;6400000;0;1104163;0
929;161202009;6400000;0;22966682;0
930;161202010;6400000;0;3312493;0
931;161202011;6400000;0;28560000;0
932;161202012;6400000;0;0;0
933;161202015;6400000;0;0;0
934;161202017;6400000;0;1104163;0
935;161202018;6400000;0;24291662;0
936;161202019;6400000;0;65027500;0
937;161202020;6400000;0;42388912;0
938;161202021;6400000;0;0;0
939;161202022;6400000;0;0;0
940;161202024;6400000;0;0;0
941;161202025;6400000;0;0;0
942;170102004;8200000;0;0;0
943;170201015;16100000;0;0;0
944;170201019;8050000;0;0;0
945;170202001;6200000;0;840000;0
946;170202002;6200000;0;28763920;0
947;170202003;6200000;0;23187499;0
948;170202004;6200000;0;0;0
949;170202005;6200000;0;0;0
950;170202008;6200000;0;38062500;0
951;170202010;6200000;0;0;0
952;170202011;6200000;0;3937500;0
953;170206014;16100000;0;0;0
954;170220001;15800000;0;0;0
955;170301065;7900000;0;4291669;0
956;170301066;7750000;0;0;0
957;170302001;6100000;0;0;0
958;170302003;6100000;0;0;0
959;170402002;6000000;0;0;0
960;170402003;6000000;0;35333320;0
961;170402004;6000000;0;0;0
962;170403011;6000000;0;23011080;0
963;170410007;15500000;0;0;0
964;170502004;8050000;0;63996654;0
965;170502006;5900000;0;0;0
966;170502007;5900000;0;50166686;0
967;170602001;5800000;0;24680556;0
968;170602003;5800000;0;22083316;0
969;170602004;5800000;0;14840000;0
970;170602007;5800000;0;0;0
971;170605014;7450000;0;0;0
972;170605015;14300000;0;0;0
973;170605016;14900000;0;0;0
974;170619002;7450000;0;69336694;0
975;170703002;5600000;0;23383333;0
976;170703018;7750000;0;19680592;0
977;170706001;7300000;0;0;0
978;170717001;14600000;0;0;0
979;170724001;14300000;0;0;0
980;170801032;7150000;0;12366682;0
981;170801034;14300000;0;0;0
982;170802001;5600000;0;0;0
983;170802005;5600000;0;0;0
984;170802008;5600000;0;46930576;0
985;170807001;9000000;0;180966669;0
986;170814001;7150000;0;60420827;0
987;170902001;5500000;0;0;0
988;170902003;5500000;0;0;0
989;170904082;7000000;0;0;0
990;170904083;7000000;0;0;0
991;170904092;5500000;0;32254432;0
992;171002001;7300000;0;0;0
993;171002002;5400000;0;0;0
994;171101078;13400000;0;0;0
995;171102001;7000000;0;0;0
996;171102004;5300000;0;54880000;0
997;171102006;5300000;0;0;0
998;171102007;7150000;0;0;0
999;171120001;13400000;0;0;0
1000;171202001;5200000;0;0;0
1001;171202003;5200000;0;0;0
1002;171202004;5200000;0;51472240;0
1003;171202006;5200000;0;0;0
1004;171202007;5200000;0;0;0
1005;171202008;5200000;0;0;0
1006;171202009;5200000;0;1635000;0
1007;171202010;5200000;0;25935000;0
1008;171219001;13100000;0;0;0
1009;180102002;5100000;0;945000;0
1010;180102003;5100000;0;0;0
1011;180102004;5100000;0;0;0
1012;180102011;6250000;0;0;0
1013;180102015;6250000;0;0;0
1014;180108001;12400000;0;0;0
1015;180115001;12400000;0;0;0
1016;180201034;6000000;0;21200000;0
1017;180202001;5000000;0;0;0
1018;180202002;5000000;0;0;0
1019;180202004;5000000;0;41580000;0
1020;180202005;5000000;0;13230000;0
1021;180202006;5000000;0;5250000;0
1022;180202007;5000000;0;12145833;0
1023;180202009;6700000;0;0;0
1024;180205001;12000000;0;0;0
1025;180212002;12000000;0;0;0
1026;180302001;4900000;0;15900000;0
1027;180302002;4900000;0;0;0
1028;180302003;4900000;0;0;0
1029;180302004;4900000;0;0;0
1030;180302005;4900000;0;0;0
1031;180302006;4900000;0;8505000;0
1032;180302009;4900000;0;0;0
1033;180302010;4900000;0;24237499;0
1034;180302012;4900000;0;0;0
1035;180302014;4900000;0;0;0
1036;180305001;5700000;0;0;0
1037;180307002;4900000;0;945000;0
1038;180307003;4900000;0;0;0
1039;180307004;4900000;0;8925000;0
1040;180316001;12000000;0;0;0
1041;180402002;6250000;0;0;0
1042;180402005;4700000;0;0;0
1043;180402006;4700000;0;0;0
1044;180402007;4700000;0;22647760;0
1045;180402008;5800000;0;0;0
1046;180402009;5800000;0;0;0
1047;180402010;5800000;0;0;0
1048;180402016;4700000;0;0;0
1049;180402019;4700000;0;45570000;0
1050;180402021;4700000;0;0;0
1051;180502010;4500000;0;0;0
1052;180502011;5600000;0;0;0
1053;180502033;4500000;0;0;0
